title,views,log_views
GOP Rep. Skeptical That Obama 'Ever Worked With A Poor Person',2335,3.368286884902131
Louie Gohmert Complains About GOP Leaders' Tactics On Doc Fix,2547,3.406028944963615
Joe Manchin Wants To Vote On Obamacare Changes,1698,3.229937685907934
White House Delights In Taunting Republicans Who Mocked Early Obamacare Numbers,30470,4.4838724542226736
Reid: Washington Redskins Owner Getting Tax Break From Aid To Native Americans,3371,3.5277587525209717
Police Report Confirms Secret Service Agent Caused Fla. Car Accident,3113,3.493179120682515
Attorney For Former Christie Aide Unloads On Governor's Self-Exoneration,11882,4.074889548040669
GOPer Drops Out Of Colorado Election Due To White Supremacist Ties,22037,4.343152471662257
Conservatives Mock Obama For Not Getting Applause At A Press Conference,15107,4.1791782292097945
"Miss. Anchor Says He's Sick Of LGBT News, Tells Activists To Go On 'Gaycation'",18108,4.257870485823215
Christie: I Can't Recall What Port Authority Exec Told Me During Lane Closures,9190,3.9633155113861114
Matt Bevin Puts Mitch McConnell In A Duke Jersey For New Ad (VIDEO),3200,3.505149978319906
People Who Don't Realize 'The Colbert Report' Is Satire Want It Cancelled Over Asian Joke,115094,5.0610526838833865
Nate Silver Promises To Run A Rebuttal To Heavily Criticized Climate Change Piece,7459,3.8726806071519295
House Intel Chair Mike Rodgers Won't Seek Re-Election,1615,3.2081725266671217
Colbert Skewers Bill O'Reilly's Bizarre Defense Of Inequality (VIDEO),32032,4.505584055799225
Harry Reid Says Nate Silver Is 'Bad Most Of The Time',4463,3.6496268868405295
Now It's Condoleezza Rice's Turn To Rally Americans For Another War,8994,3.9539528832319233
Obama: Putin 'Entirely Misreading' The West (VIDEO),1446,3.160168292958512
Jon Stewart Talks To Nate Silver About The 'Rash Of Sh*t' He's Taken From Critics (VIDEO),12934,4.1117328566110976
Top GOP Operative: Equal Pay Debate A Distraction From 'Real Issues',2574,3.410608542568368
Chris Christie Holds News Conference (WATCH LIVE),1275,3.1055101847699738
Chris Christie Tells Megyn Kelly He Feels 'Exonerated' By Report,6185,3.7913397039651393
Port Authority Chairman Resigns In Response To Christie Scandal Report,11861,4.0741213059062975
Birther Donald Trump Again Peddles Anti-Vaccine Conspiracy Theory,7743,3.8889092592635315
Politico Reporter Doesn't Want To Cover 'This Petty Silver-Krugman Shit' But Does It Anyway,3456,3.5385737338068557
"The RNC Continues To Demand Apologies From News Outlets, News Outlets Oblige",18797,4.27408854142271
Arizona Pol Apologizes For Praising Fred Phelps After Onion Obituary Dupes Him,82505,4.916480268630046
"Cheney Still Denies Waterboarding Is Torture, Would 'Do It All Over Again'",3384,3.529430354366986
Failed Senate Candidate Wants To End Direct Election Of Senators,11104,4.045479453110779
Pundit Says Obamacare Enrollment Milestone Is Like Bush's 'Mission Accomplished' Speech,4803,3.681512586638962
"Pennsylvania Man Aims At Rat, Shoots Himself In The Leg Instead",2199,3.3422252293607904
John Boehner Posted A Video Of Him Mowing The Lawn For Some Reason,3163,3.500099191915723
GOP GA Senate Candidate: Boehner Fast-Tracking Bill Was 'Putin-esque',2075,3.3170181010481117
Nate Silver's Climate Author Accused Of Threatening Critics,21578,4.334011188761349
AUDIO: Supreme Court Oral Arguments On Birth Control Case,1515,3.180412632838324
Chuck Schumer: Nate Silver Is Wrong About Mark Pryor,5091,3.706803097037338
'SNL' Mocks Obama's Social Media Promotion Of HealthCare.gov (VIDEO),6549,3.816174990428802
Lawyer For 2nd Ex-Christie Aide Calls Pro-Christie Report 'Venomous' And 'Sexist',20722,4.3164316693669305
GOP Rep. Who Defended Russia Is Sad Putin Hasn't Thanked Him Yet,6226,3.7942091163464964
Christie: 'I Don't Know If We'll Ever Know What The Motive Is',6191,3.7917608040129047
CNN Wanted To Rent A 777 For Their Missing Plane Coverage,17961,4.254330512865347
CNN Interrupts 'Reliable Sources' To Break News On Unknown Objects That May Be Trash,4804,3.6816029987308685
Democrat: It's Too Early To Conclude Christie Knew Nothing,1111,3.0457140589408676
Poll: More Young People Aligning Themselves With Democratic Party,10434,4.018450832386356
Bill Clinton Urges Dems To Confront Obamacare Head-On In Midterms,7369,3.867408556522791
Christie Attorney Responds To Kelly Lawyer's Charges That Report Was Sexist,9921,3.9965554496333655
Head Of 1 World Trade Center Security Resigns After Breaches,2752,3.4396484295634737
Michael Grimm Fundraises Off 'Anti-Catholic' Bill Maher's Campaign,650,2.8129133566428557
Laura Ingraham Wishes Louis CK Would Have Mocked Muslims On 'SNL',22296,4.348226955705248
Christie Apologizes For 'Occupied Territories' Comment,9945,3.9976047874604546
Condi Admits White House Role in CIA Interrogation Talks,2826,3.4511721575125396
West Virginia Guv Vetoes Dem Legislature's 20-Week Abortion Ban,8576,3.933284772348695
"Kerry, Russian Counterpart Meet On Ukraine Crisis",869,2.9390197764486663
Top GOPer Accuses Admin. Of 'Cooking The Books' On Health Care Sign-Ups,24683,4.392397943216372
Feinstein Won't Elaborate Much On Spying Allegations Against CIA,1243,3.094471128641645
GOP Senators Call For Special Committee To Investigate Benghazi,7409,3.86975959478241
Pope Goes To Confession In Public In Break From Tradition (VIDEO),8366,3.9225178602446116
Long Lines As Obamacare Enrollment Deadline Fast Approaches (PHOTOS),8833,3.946108230436906
Former Bush Strategist Rips GOPers For 'Kissing The Ring' Of Sheldon Adelson,15225,4.182557301304913
'Daily Show' Has A Field Day With Christie's Self-Exonerating Report (VIDEO),13477,4.129593228367933
Update: HealthCare.gov Back Online,3064,3.486288760960566
New Analysis: 9.5 Million Uninsured People Covered Under Obamacare,23336,4.368026416113676
Democrat Wants Christie To Testify Under Oath,1536,3.186391215695493
Tucker Carlson Hates Both Colbert And The 'Twitter Chick' Behind #CancelColbert,18004,4.255369004266441
Scarborough Calls Treatment Of Ex-Christie Aide Kelly 'Shameful',8207,3.9141844334232463
Registered Sex Offender And Convicted Killer Runs For CA Guv,4879,3.688330818112266
"Anti-Ford Posters Promote Candidates Who Only Drink, Smoke Pot (PHOTOS)",1601,3.2043913319193
Obama Endorses Sen. Schatz Over Challenger Hanabusa In Hawaii,1646,3.216429830876251
Sebelius: We Saw A 'Galifinakis Bump' On HealthCare.gov,3084,3.4891143693789193
Michigan GOP Senate Candidate 'Open' To Minimum Wage Hike,292,2.4653828514484184
David Koch Once Backed Candidate Who Called Social Security A 'Pyramid Scheme',1519,3.1815577738627865
Fox News Shortchanges Obamacare Enrollment With Misleading Graphic,29690,4.472610197596045
"Sebelius: No, We Are Not 'Cooking The Books' On Obamacare Sign-Ups",2270,3.3560258571931225
Fox News Host Grills Lindsey Graham About GOP's Missing Obamacare Alternative (VIDEO),24619,4.3912704083311995
NRA Board Member Wants No Part Of What 'May Happen' At Big NY Gun Rally,16739,4.223729509364877
READ: The New Paul Ryan Budget,2454,3.3898745583909853
Boston Marathon Bombing Victim Sues Glenn Beck For Defamation,49965,4.698665891746858
Obama To Deliver Statement On Obamacare At 4:15PM ET,3225,3.5085297189712867
Ted Cruz Shows Off His New Winston Churchill Tattoo (VIDEO),2138,3.330007700872759
MSNBC's Ronan Farrow Has Had A Very Rough Day,78865,4.896884307654437
Senate Democrats Threaten Repeated Votes On Minimum Wage,2629,3.419790586106363
HealthCare.gov Reports 'Record Volume' On Obamacare Deadline Day,2293,3.3604040547299387
Mass. Guv Candidate Turns His Kidney Stone Into a Fundraising Pitch,544,2.73559889969818
Poll: Obamacare Support Breaks Even For First Time,30159,4.479416937274596
Sebelius: 80-90% Of Obamacare Enrollees Have Paid First Premium,3291,3.5173278822943734
"Carney: If We Were 'Cooking The Books' On Obamacare, Wouldn't We Have Done It Sooner?",5866,3.7683420586445333
Harry Reid Endorses Sen. Brian Schatz,2185,3.3394514413064407
Paul Ryan Will Release His New Budget On Tuesday,1132,3.0538464268522527
CNN Pretends To Search For Missing Airplane From A Flight Simulator In Canada (VIDEO),5608,3.7488080049586023
Silver: Dem's Farmer Remark Makes GOP Iowa Victory 'More Plausible',2734,3.4367985102318035
Powerful Ways And Means Committee Chairman Dave Camp To Retire,3878,3.5886078047426864
Colbert Declares Victory: 'Dark Forces' Of #CancelColbert Have Been Thwarted (VIDEO),23565,4.372267444095654
Jersey GOPer Failed To File For Senate Race Because He Was Stuck In Traffic,3197,3.504742636271688
Fox News Corrects Misleading Obamacare Enrollment Graphic,13502,4.1303981036528015
Bill Clinton Cops Hillary's Style And Her Meme,4259,3.629307640073749
Harry Reid: GOP Budget A Blueprint For 'Koch-Topia',1838,3.2643455070500926
Chris Hayes-Bill O'Reilly Has All The Makings Of The Next Cable News Feud,16377,4.214234349025624
"GOP Senator Doubles Down: Yes, White House Is 'Cooking The Books' On Obamacare",3943,3.5958267770732233
CHARTS: Support For The Death Penalty In America Is Shrinking,2448,3.3888114134735234
'Fox And Friends' Hosts Tell Ted Cruz He's 'In A Minority' On Obamacare Repeal (VIDEO),11746,4.069889996506938
Obamacare Cuts Kentucky's Uninsured Rate By 40 Percent,48381,4.684674840668969
GOPer Attacks Primary Opponent: He Won't Say 'Repeal Obamacare',3253,3.5122840632818537
Republicans Will Treat Even The Weakest Defense Of Obamacare As A Gaffe,5427,3.734559821579476
PHOTO: Obama Gets Good News On Obamacare Enrollment,5249,3.7200765727681406
Pro-Gun Activists 'Spank' Cuomo Effigy At New York Rally,1695,3.229169702539101
Florida GOP Candidate Moonlights As Vampire Role-Player 'Chazz Darling',42848,4.631930555331915
"Obamacare Sign-Ups: 7,041,000",8015,3.9039035266901636
Rick Scott Fundraiser Founded Drug Clinic Closed Due To Abuse Reports,1623,3.210318519826232
Mary Landrieu: Obamacare Is Imperfect But Shows 'Great Promise',2103,3.322839272686321
"Paul Ryan: Obamacare Sign-Ups A 'Pyrrhic Victory,' Law Still A 'Fiasco'",8588,3.933892035764211
CNN's Missing Plane Coverage Turns Up Garbage (VIDEO),5311,3.725176301419137
"CNN Painstakingly Calculates It Could Take 2,995 Years To Find The Plane (VIDEO)",4726,3.6744937172963503
Obama: 'There Are Still No Death Panels. Armageddon Has Not Arrived.',8226,3.9151887051731564
Atlanta Archbishop Apologizes For $2.2 Million Home,17064,4.2320808424413725
GOP Senator Asks How Equal Pay Bill Makes Sure Men Aren't Paid Less Than Women,11633,4.065691728093271
GOP Lawmaker Wants God To Get Credit For State Fossil,13485,4.12985095078891
Poll Unskewer: Obama Is Obviously Lying About Obamacare Enrollment,43189,4.635373148490432
Poll Shows Republicans Really Have No Idea What They Want Obama To Do With Russia,4415,3.6449307079135873
Jon Stewart Wonders If CNN Looked Up 'Their Own A**holes' Yet For The Missing Jet,7070,3.8494194137968996
Hobby Lobby's Retirement Plan Invests In Birth Control Manufacturers,10975,4.040404528914159
Scott Brown Makes New Hampshire Senate Run Officially Official,1171,3.068556895072363
Paul Ryan's 'Joke' Budget Doesn't Go Far Enough For Sarah Palin,21106,4.324405933803543
Supreme Court Strikes Down Aggregate Limits On Campaign Contributions,8778,3.9433955765089546
Ted Cruz Has Reportedly Landed A Bigger Book Deal Than Palin,962,2.983175072037813
CNN's Anderson Cooper: 'I Don’t Believe In Inheriting Money',31551,4.499013128638771
Wendy Davis Opponent Cites Charles Murray In Education Plan,3893,3.590284403718162
RNC Chair: McCutcheon Ruling A Victory For First Amendment,752,2.876217840591642
The White House Doesn't Expect Obamacare To Get Popular Anytime Soon,3487,3.5424519473759766
Both Fort Hood Shooters Bought Their Guns At The Same Store,7107,3.8516863154424277
Fallon Mocks Obamacare: 'Amazing' People Enrolled In Something 'Mandatory',17306,4.238196699379014
McConnell Opponent Surprised To Learn Cockfighting Event Wasn't States Rights Rally,12263,4.088596728262746
Poll: Obamacare More Popular Than Obama,3886,3.589502796263764
Drunk-Driving Alaska Priest Charged With Drugs And Weapons Offenses,3068,3.4868553552769432
"Clinton Hopes That If There's An Alien Invasion, It Will At Least Unite The World (VIDEO)",1943,3.2884728005997825
5.4 Million More Americans Have Gotten Insurance Since 2013: Study,4779,3.6793370305207937
Dem Rep. Complains Congress Isn't Being Paid Enough To Live 'Decently' In Washington,8115,3.9092885241622506
Robert Gibbs: Obamacare's Employer Mandate Will Not Go Into Effect,5525,3.742332282357148
Sarah Palin Delivers Some Vodka To Putin On 'The Tonight Show' (VIDEO),9049,3.9566005882131767
Morning Joe: How Do You 'Accidentally Stumble' Into A  Cockfighting Rally?,4533,3.656385719058688
Koch Email Urges Employees To Share Boss' WSJ Op-ed,17986,4.254934589077441
Debunked Obamacare Jobs 'Costs' Claim Still Appearing In Anti-ACA Ads,1486,3.1720188094245563
Absolutely Positively Last Chance Obamacare Enrollment Deadline Set,2275,3.3569814009931314
David Letterman Has Reportedly Announced His Retirement,12233,4.087532975734094
Humane Society Calls On McConnell Opponent To Withdraw After Speaking At Cockfighting Rally,2950,3.469822015978163
Priebus: SCOTUS Ruling 'Victory' For Candidates And Parties,2831,3.451939869365103
David Ortiz's Selfie With Obama Was Also A Samsung Stunt,3349,3.524915147539867
Obama: GOP Budget Is A 'Stinkburger',13537,4.13152242891307
Fort Hood Officials Hold News Conference (WATCH LIVE),1370,3.1367205671564067
Army Official: 'No Indication' Of Ties To Terrorism In Fort Hood Massacre,5485,3.73917663191073
Fort Hood Shooter Had .45-Caliber Pistol That Wasn't Registered On Base,1737,3.2397998184470986
Hannity's Spring Break 'Investigation' Reveals How To Use A Beer Bong (VIDEO),12341,4.091350352313579
Reid Trolls McConnell As Obamacare Slashes Kentucky's Uninsured Rate,18365,4.263990932681312
Obama 'Heartbroken' There Was Another Shooting At Fort Hood,2359,3.3727279408855955
Breitbart: Guy Who Called For Mass Killing Of Muslims Doesn't Work For Us,12506,4.09711842434465
Vulnerable Dem Senator Finds Way To Tout Obamacare Enrollment And Trash Obamacare Rollout,1804,3.256236533205923
"Fox Host: Bradley Cooper And Zach Galifianakis Should Support The Troops, Not Obamacare",16173,4.208790586548298
March Was First Month With No U.S. Combat Fatalities Since 2002,969,2.986323777050765
Dem Senate Candidate: SCOTUS Ruling Worst Since Dred Scott,2635,3.4207806195485655
TV Networks Denied Obama Airtime To Tout Obamacare Enrollment,31749,4.50173005084622
Reports Of 'Active Shooter' At Fort Hood,3650,3.5622928644564746
Rep. McCaul: Soldiers Should Be Able To Concealed-Carry At Fort Hood,1340,3.1271047983648077
Rubio: Spanish Language Networks 'Have Become All-Out Advocates For Obamacare',3739,3.5727554651542195
McConnell Challenger Bevin: The Founding Fathers Were 'Very Involved' In Cockfighting,11155,4.047469574619856
Report: Ex-Official At Center Of Bridge Scandal Is Cooperating With The Feds,34090,4.532627001228891
Neo-Confederate Choice For College President Prompts 'No Confidence' Vote From Faculty,18248,4.2612152722685925
Harvey Milk Stamp Will Be First To Feature An Openly Gay Elected Official,12791,4.106904498935643
George Bush 'Annoyed' At Hacker Who Revealed His Paintings To The World (VIDEO),4790,3.680335513414563
Rubio Says He Won't Run For President And Senate At Same Time,2109,3.3240765797394864
Obama Has Been Informed About Fort Hood Shooting,1286,3.109240968588203
White House: Robert Gibbs Is Wrong About ACA's Employer Mandate,3148,3.498034723687027
Charles Koch Hits Back Against 'Un-American' Attacks,16093,4.206637011283536
King To Undocumented Immigrants: 'We Have A Bus For You To Tijuana',3923,3.593618308129536
"Megyn Kelly Won't Name Ft. Hood Shooter, But Is Fine With Describing His Ethnicity (VIDEO)",23009,4.361897744095881
Poll: Hagan Struggling Against GOPers in Senate Race,5011,3.699924402742477
GOP Rep. Pushes To Repeal Military Base Gun Ban After Fort Hood Shooting,1083,3.0346284566253203
Jon Stewart Rips Apart Supreme Court's Campaign Donations Ruling (VIDEO),37358,4.572383617766466
Pro-Gun Okla. Lawmaker Takes Blame For Accidentally Shooting Fellow Hunter,3327,3.5220528008688223
Senator Quips 'The Russians' Caused Embarrassing Committee Mix-Up,4578,3.660675788338524
Nancy Pelosi: SCOTUS Money Ruling 'Disillusioning To The Public',662,2.8208579894397
Dog Diss Inspired Inspired George Bush's Portrait Of Putin (VIDEO),3302,3.518777068926775
Bill O'Reilly Says He Wants To Beat Up Bill De Blasio,16265,4.2112540676178725
WSJ Editors To Conservatives: Stop Acting Crazy Over Obamacare,22191,4.34617687342157
Spokesman Bails On Christie To Become Scott Brown's Campaign Manager,6357,3.803252211430457
'Be Quiet!' Medal Of Honor Vet Shuts Down Advocate For More Guns On Military Bases (VIDEO),58186,4.764818502619817
Texas Killer Fails To Convince Jurors By Using The Dick Cheney Defense,15132,4.179896332620706
Pat Buchanan Thinks God Is On Putin's Side,10309,4.01321653962444
'Art Of Diplomacy': George W. Bush Unveils Portraits Of World Leaders (PHOTOS),22770,4.357363030615143
Paul Ryan: We Can Totally Still Repeal Obamacare,25508,4.406676408315217
Ronan Farrow Demonstrates That MSNBC Can't Stop Talking About The Koch Bros (VIDEO),6298,3.7992026563005252
WaPo: More Young Adults Signed Up For Obamacare Ahead Of Deadline,21979,4.342007929017339
BridgeGate Hits Next Level As Feds Launch Grand Jury Investigation,35682,4.552449188882921
GOP Candidate Touts Fake Phone Call From Obama In New Ad (VIDEO),42050,4.623766000133931
Bill Maher Slams SCOTUS Campaign Money Ruling: The 'Idiots' Have Won,24448,4.388243336895596
"Liz Cheney, Juan Williams Clash Over CIA Torture Report (VIDEO)",20774,4.317520127284809
Pelosi Says She Didn't 'Necessarily Want To Be Leader Again',1878,3.273695587930092
Obama Commends Afghan People For High Turnout In 'Critical' Election,1271,3.104145550554008
Pelosi: Obamacare Employer Mandate Isn't Going Anywhere,2233,3.348888723071438
Pelosi On CIA Interrogation: 'Cheney Set A Tone' And 'He's Proud Of It',4134,3.6163704722912695
"Hayden: Feinstein's Take On CIA Torture 'Emotional,' Not Necessarily Objective",4484,3.6516656039229356
'SNL' Mocks 'Fox And Friends' And Its Climate Change Coverage (VIDEO),32658,4.513989584700718
King: Cheney 'Should Sit In A Waterboard' If He Thinks It's Not Torture,7558,3.878406887580996
Rahm Emanuel Flips Out When Asked About Healthcare.gov,25254,4.402330176131666
New York City Smells Like Smoke Because Of New Jersey,1371,3.1370374547895126
Gallup: Uninsured Rate At 5-Year Low As Obamacare Coverage Takes Hold,3257,3.512817758564873
Bill Maher: 'Gay Mafia' 'Whacked' Ex-Mozilla CEO Brendan Eich,6454,3.809828961067886
White House: Obama Photo With David Ortiz Could Be 'End of All Selfies',3961,3.597804842404293
Jesse Jackson Jr. Transferred To Alabama Prison After Reported Dispute,3279,3.515741416669365
New York City Cops And Firefighters Brawl At Charity Hockey Game (VIDEOS),9075,3.95784663370815
SCOTUS Declines 'Religious Freedom' Case That Inspired Anti-Gay Bills,6263,3.7967824117013076
Boehner Frantically Reassures Drudge That GOP Really Is Repealing Obamacare,15868,4.200522191802113
Poll: Dem Landrieu Leads All GOPers In The Field,3426,3.5347873586294916
New Yorker Cover Depicts Obama Spoon-Feeding McConnell Medicine (PHOTO),12334,4.091103944090286
Oops: Scott Brown Forgets To List Party Affiliation On Campaign Doc,2980,3.4742162640762553
Rand: Cheney Only Wanted To Invade Iraq After Working For Halliburton (VIDEO),5644,3.7515870050823104
Glenn Beck Suggests Mitch McConnell Has A 'Progressive Disease',5075,3.7054360465852505
Five Thirty Eight: Sen. Cochran 'Most Likely To Falter' Against GOP Challenger,4655,3.6679196853173615
McAllister's Good News: Voters Hate Corruption More Than Cheating,802,2.9041743682841634
Democrats: Breitbart's 'Disgusting' Nancy Pelosi Ad Is 'Disrespectful To All Women' (PHOTO),27455,4.438621448045396
Bill O'Reilly Warns That The Hippies Are Coming For Rich White Guys (VIDEO),11315,4.053654558290748
Residents Chase Westboro Baptist Church Protesters From Oklahoma Town (VIDEO),28408,4.453440659293559
"Biden Praises Teachers, Says He Slept With College Professor 'Every Night'",14850,4.171726453653231
Harry Reid Blasts Hayden For Saying Feinstein Is 'Too Emotional',4417,3.6451273992583912
House GOP Leader Yanks Column From 'Inappropriate' Breitbart Site,7116,3.8522359394118872
Gawker Says Kissing Congressman Confessed In Texts: 'I Messed Up',7473,3.873494982256169
Elizabeth Warren Slams Paul Ryan On Inner City Culture Comment (VIDEO),7805,3.8923729073984363
"Bill Clinton, George W. Bush Pal Around At NCAA Final",1754,3.244029589030022
Colbert Proudly Stands With Matt Bevin On Cockfighting Appearance,6196,3.7921114090871684
"Jon Stewart Rips Cheney, Rumsfeld For Taking America 'Back To The Torture' (VIDEO)",6544,3.8158432906632664
"Mika Brzezinski, GOP Spokeswoman Butt Heads Over Equal Pay (VIDEO)",12525,4.097777734539283
GOP Candidate: Women More Interested In Job Flexibility Than Equal Pay,18102,4.257726560558632
White House Defends Its Own Gender Pay Gap,10029,4.001257631312231
Court Rejects Louisiana's Bid To Stop Anti-Jindal Pro-Obamacare Billboard,25037,4.398582289334715
Pastor Says Office Manager Leaked Congressman's Kiss Video,16298,4.212134313468018
GOP Rep. Caught Kissing Staffer On Camera Asks For 'Forgiveness',22743,4.35684775135924
Al Sharpton: I Was No FBI Informant,1653,3.2182728535714475
Maryland Poised To Decriminalize Weed After Legislature OKs Bill,2494,3.396896449142524
Scott Walker Wants To Finally Earn His College Degree,2347,3.3705130895985924
Powerful Jersey Dem Flip Flops On The BridgeGate Investigation,20393,4.3094811192361036
Fox News Host Calls UConn Basketball Team 'NAACP National Champs' (VIDEO),13258,4.122478014681511
Liz Cheney Hits Back At Pelosi: 'Her Spine Doesn't Seem To Reach Her Brain' (VIDEO),5617,3.749504423876142
Staffer Caught Kissing GOP Rep. Was Paid For 'Headquarter Cleaning',10746,4.031246836232675
"Furious Eric Holder Snaps At GOP Rep: 'You Don't Want To Go There, Buddy' (VIDEO)",46732,4.669614368021466
Mississippi Tea Party Candidate Mocks Whiny Minorities,37004,4.5682486722841
"Al Sharpton on FBI Work: I'm Not A Rat, 'I'm A Cat'",3966,3.598352709869284
Here's Joy Behar Brutally Roasting Chris Christie (VIDEO),35179,4.546283490020405
McConnell: Equal Pay For Women Is 'The Left's Latest Bizarre Obsession',9360,3.971275848738105
Iowa GOPer: 'Race An Issue' Preventing Obama Impeachment,9794,3.9909600996821992
Fox News Host Defends CNN's Plane Coverage: It's Not Just For The Ratings,1638,3.2143138974244
Kerry And McCain Swap Teddy Roosevelt-Themed Insults (VIDEO),17853,4.251711204984457
Conservatives Make Hay Over White House's Gender Pay Gap 'Backfire',4294,3.63286204010023
The New York Daily News Dresses Al Sharpton Up Like A Cat (PHOTOS),2533,3.403635189790548
Obamacare Enrollment Now: 7.5 Million,2715,3.433769833924866
Jilted Husband Says Kissing Congressman Is 'The Most Non-Religious Person I Know',47158,4.67355537811554
Bill O'Reilly Attacks 'Deceiver' Stephen Colbert For Income Inequality  'Lie' (VIDEO),29010,4.462547728802664
Poll: Republican Guvs Trail Dem Challengers In 5 Races,19046,4.279803779994103
"Rupert Murdoch Reveals His Top Choices For 2016, Says He 'Could Live With Hillary'",6357,3.803252211430457
Heritage Chief: It's Really The Constitution That Freed The Slaves,16834,4.22618732283988
GOPer Bashes Conservative Super PAC Attacks As Out Of Obama Playbook,1946,3.289142835932333
Louisiana GOP Chair Calls On Kissing Congressman To Resign,694,2.841359470454855
Feinstein: Hayden Calling Me 'Emotional' Is 'An Old Male Fallback',3593,3.5554572172046495
Pelosi: 'Race' Part Of Why GOP Has Not Moved On Immigration,1605,3.205475036740891
Dem Senator Defends Koch Brothers: 'They're Not Breaking The Law' (VIDEO),3247,3.5114822886260013
Stephen Colbert Will Replace David Letterman On 'Late Show',17305,4.238171603630146
Conservative Pundit Wonders Why Women Voters 'Are So Easily Fooled And Manipulated',15155,4.180555940703641
Life Imitates Art: Cleveland Indians Fan Encounters Native American Protester (PHOTO),5035,3.7019994748896368
GEICOBAMACARE? The ACA Could Save You Money On Car Insurance,9097,3.9588981947107715
"Huckabee: I'm Not Homophobic, I'm Just 'On The Right Side Of The Bible'",8807,3.9448279963432165
Judge: Key BridgeGate Figures Don't Have To Give Documents To Lawmakers,13557,4.132163596050864
Rangel: The Tea Party Came To Power In Slave-Holding States (VIDEO),1204,3.0806264869218056
Ex-McAllister Challenger: He Needs To Resign Now!,1187,3.074450718954591
Kissing Congressman May Ask Boehner For FBI Investigation Into Video Leak,8691,3.939069749923424
Reince Priebus Wants All Campaign Finance Caps Eliminated,1776,3.249442961442582
Maine's GOP Governor Vetoes Medicaid Expansion For Third Time,8540,3.931457870689005
Poll: Most New Jersey Voters Think Christie Report Was A 'Whitewash',2513,3.400192488592576
Analysis: Top White House Women Out-Earn Their Male Colleagues,1537,3.1866738674997452
